time="2024-05-08T16:47:30.763" level=info msg="Starting kbench..."
time="2024-05-08T16:47:30.770" level=info msg="Created a new Pod manager."
time="2024-05-08T16:47:30.797" level=warning msg="Fail to create namespace kbench-pod-namespace, namespaces \"kbench-pod-namespace\" already exists"
time="2024-05-08T16:52:09.902" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:52:13.047" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:52:13.047" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:52:13.047" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:52:16.171" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:52:16.171" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:52:16.171" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:52:19.305" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:52:19.306" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:52:19.306" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:52:22.450" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:52:22.450" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:52:22.450" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:52:25.575" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:52:25.575" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:52:25.575" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:52:28.706" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:52:28.706" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:52:28.706" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:52:31.870" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:52:31.870" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:52:31.870" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:52:35.003" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:52:35.003" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:52:35.003" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:52:38.158" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:52:38.158" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:52:38.158" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:52:41.289" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:52:41.289" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:52:41.289" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:52:44.434" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:52:44.434" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:52:44.434" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:52:47.555" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:52:47.555" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:52:47.555" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:52:50.670" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:52:50.670" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:52:50.670" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:52:53.811" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:52:53.811" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:52:53.811" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:52:56.946" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:52:56.946" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:52:56.946" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:53:00.018" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:53:00.018" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:53:00.018" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:53:03.146" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:53:03.146" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:53:03.146" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:53:06.286" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:53:06.286" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:53:06.286" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:53:09.414" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:53:09.414" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:53:09.414" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:53:12.547" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:53:12.547" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:53:12.547" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:53:15.691" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:53:15.691" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:53:15.691" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:53:18.807" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:53:18.807" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:53:18.807" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:53:21.926" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:53:21.926" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:53:21.926" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:53:25.058" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:53:25.058" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:53:25.058" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:53:28.196" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:53:28.196" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:53:28.196" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:53:31.327" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:53:31.327" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:53:31.327" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:53:34.482" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:53:34.482" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:53:34.482" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:53:37.614" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:53:37.614" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:53:37.614" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:53:40.754" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:53:40.754" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:53:40.754" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:53:43.886" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:53:43.886" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:53:43.886" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:53:47.031" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:53:47.031" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:53:47.031" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:53:50.170" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:53:50.170" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:53:50.170" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:53:53.307" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:53:53.307" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:53:53.307" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:53:56.440" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:53:56.440" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:53:56.440" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:53:59.578" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:53:59.578" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:53:59.578" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:54:02.709" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:54:02.709" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:54:02.709" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:54:05.851" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:54:05.851" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:54:05.851" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:54:08.989" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:54:08.989" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:54:08.989" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:54:12.119" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:54:12.119" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:54:12.119" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:54:15.253" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:54:15.253" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:54:15.253" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:54:18.387" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:54:18.387" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:54:18.387" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:54:21.523" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:54:21.523" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:54:21.523" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:54:24.638" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:54:24.638" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:54:24.638" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:54:27.786" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:54:27.786" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:54:27.786" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:54:30.926" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:54:30.926" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:54:30.926" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:54:34.058" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:54:34.059" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:54:34.059" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:54:37.186" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:54:37.186" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:54:37.186" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:54:40.322" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:54:40.322" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:54:40.322" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:54:43.459" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:54:43.459" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:54:43.459" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:54:46.594" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:54:46.594" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:54:46.594" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:54:49.726" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:54:49.726" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:54:49.726" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:54:52.859" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:54:52.859" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:54:52.859" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:54:56.018" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:54:56.018" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:54:56.018" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:54:59.163" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:54:59.163" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:54:59.163" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:55:02.291" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:55:02.291" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:55:02.291" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:55:05.418" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:55:05.418" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:55:05.418" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:55:08.562" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:55:08.563" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:55:08.563" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:55:11.711" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:55:11.711" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:55:11.711" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:55:14.862" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:55:14.862" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:55:14.862" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:55:17.993" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:55:17.993" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:55:17.993" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:55:21.130" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:55:21.130" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:55:21.130" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:55:24.262" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:55:24.262" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:55:24.262" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:55:27.387" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:55:27.387" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:55:27.387" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:55:30.526" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:55:30.526" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:55:30.526" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:55:33.654" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:55:33.654" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:55:33.654" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:55:36.795" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:55:36.795" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:55:36.795" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:55:39.946" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:55:39.946" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:55:39.946" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:55:43.090" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:55:43.090" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:55:43.090" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:55:46.222" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:55:46.223" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:55:46.223" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:55:49.371" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:55:49.371" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:55:49.371" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:55:52.495" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:55:52.495" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:55:52.495" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:55:55.643" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:55:55.643" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:55:55.643" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:55:58.774" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:55:58.774" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:55:58.774" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:56:01.888" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:56:01.888" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:56:01.888" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-05-08T16:56:05.018" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-05-08T16:56:05.018" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-05-08T16:56:05.018" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
